,phrase,intent,preproc_text
1343,Rate this novel a 1 out of 6,RateBook,rate this novel a 1 out of 6
1344,Rate Stars in My Pocket Like Grains of Sand 3 out of 6 points.,RateBook,rate stars in my pocket like grains of sand 3 out of 6 points 
1345,Rate this current textbook a 0.,RateBook,rate this current textbook a 0 
1346,Give four stars out of 6 to Practice to Deceive,RateBook,give four stars out of 6 to practice to deceive
1347,rate the current textbook 5 stars,RateBook,rate the current textbook 5 stars
1348,rate the current textbook zero out of 6 points,RateBook,rate the current textbook zero out of 6 points
1349,give the current saga 4 points,RateBook,give the current saga 4 points
1350,Give this textbook a rating of three.,RateBook,give this textbook a rating of three 
1351,I would like to give this essay 2 points out of 6.,RateBook,i would like to give this essay 2 points out of 6 
1352,rate the current chronicle two out of 6 points,RateBook,rate the current chronicle two out of 6 points
1353,Give Northern Lights Audio 5 out of 6 points,RateBook,give northern lights audio 5 out of 6 points
1354,Give The Neon Bible three stars of 6,RateBook,give the neon bible three stars of 6
1355,rate this book four out of 6 points,RateBook,rate this book four out of 6 points
1356,Give this album 1 stars.,RateBook,give this album 1 stars 
1357,rate The House of Dies Drear with 4 of 6 points,RateBook,rate the house of dies drear with 4 of 6 points
1358,Give zero of 6 stars to The Groves of Academe,RateBook,give zero of 6 stars to the groves of academe
1359,The Coming Insurrection should get a rating of 1,RateBook,the coming insurrection should get a rating of 1
1360,Give Watchers 5 out of 6 stars,RateBook,give watchers 5 out of 6 stars
1361,give Thud Ridge 4 out of 6 stars,RateBook,give thud ridge 4 out of 6 stars
1362,Give a 4 star rating to Fear and Loathing on the Campaign Trail '72,RateBook,give a 4 star rating to fear and loathing on the campaign trail 72
1363,Give 3 stars out of 6 to Home Truths,RateBook,give 3 stars out of 6 to home truths
1364,Give the current series a rating of three.,RateBook,give the current series a rating of three 
1365,Give The Open Society and Its Enemies 5 points.,RateBook,give the open society and its enemies 5 points 
1366,Give this novel 5 stars,RateBook,give this novel 5 stars
1367,Rate this current essay a 5.,RateBook,rate this current essay a 5 
1368,Give one point to the current essay.,RateBook,give one point to the current essay 
1369,Rate this textbook a 2.,RateBook,rate this textbook a 2 
1370,Give The Onion Field two points out of 6.,RateBook,give the onion field two points out of 6 
1371,rate the current novel zero points,RateBook,rate the current novel zero points
1372,Give this textbook one stars out of 6,RateBook,give this textbook one stars out of 6
1373,Gie this textbook 3 stars,RateBook,gie this textbook 3 stars
1374,Give Hornblower in the West Indies 0 out of 6 points,RateBook,give hornblower in the west indies 0 out of 6 points
1375,rate this textbook a one,RateBook,rate this textbook a one
1376,Rate this book 5 stars,RateBook,rate this book 5 stars
1377,Give this novel 2 out of 6 stars,RateBook,give this novel 2 out of 6 stars
1378,Give a rating of one out of 6 points to the current album,RateBook,give a rating of one out of 6 points to the current album
1379,rate The Stone Key a 5,RateBook,rate the stone key a 5
1380,rate the current novel 0 of 6,RateBook,rate the current novel 0 of 6
1381,Give The Gates Ajar four stars,RateBook,give the gates ajar four stars
1382,give the current textbook 1 out of 6 stars,RateBook,give the current textbook 1 out of 6 stars
1383,rate the current album 0 out of 6 stars,RateBook,rate the current album 0 out of 6 stars
1384,Give the current book four stars,RateBook,give the current book four stars
1385,I want to rate this essay 0 of 6 stars,RateBook,i want to rate this essay 0 of 6 stars
1386,"Give The Frog Prince, Continued 2 points out of 6.",RateBook,give the frog prince continued 2 points out of 6 
1387,Give this book a rating of two out of 6.,RateBook,give this book a rating of two out of 6 
1388,Rate this chronicle 0 points,RateBook,rate this chronicle 0 points
1389,Give Ring Around the Sun three stars out of 6.,RateBook,give ring around the sun three stars out of 6 
1390,Rate the Wild Boy series 3 out of 6 stars,RateBook,rate the wild boy series 3 out of 6 stars
1391,Give this book a rating of four out of 6.,RateBook,give this book a rating of four out of 6 
1392,Give five out of 6 stars to No Country for Old Men,RateBook,give five out of 6 stars to no country for old men
1393,rate The White Juga series 0 out of 6 points,RateBook,rate the white juga series 0 out of 6 points
1394,Give this book 4 of 6 points,RateBook,give this book 4 of 6 points
1395,Assign Glass and Amber two of 6 stars,RateBook,assign glass and amber two of 6 stars
1396,Give this essay 1 of 6 points,RateBook,give this essay 1 of 6 points
1397,Give five points to An Ice-Cream War,RateBook,give five points to an icecream war
1398,Give the current novel 3 stars.,RateBook,give the current novel 3 stars 
1399,give my current album a 1 out of 6 rating,RateBook,give my current album a 1 out of 6 rating
1400,Give 0 points to The Latimers,RateBook,give 0 points to the latimers
1401,rate The Zenith Angle one out of 6 points,RateBook,rate the zenith angle one out of 6 points
1402,Rate the current essay 4 out of 6,RateBook,rate the current essay 4 out of 6
1403,Give Souls in Metal four out of 6 points,RateBook,give souls in metal four out of 6 points
1404,rate Anti-intellectualism in American Life a two out of 6 stars,RateBook,rate antiintellectualism in american life a two out of 6 stars
1405,Assign three stars out of 6 to The Dune Encyclopedia,RateBook,assign three stars out of 6 to the dune encyclopedia
1406,rate The Open Society and Its Enemies 5 points,RateBook,rate the open society and its enemies 5 points
1407,Rate the current book three out of 6.,RateBook,rate the current book three out of 6 
1408,Give the current novel four points.,RateBook,give the current novel four points 
1409,Rate 5 out of 6 stars to this album,RateBook,rate 5 out of 6 stars to this album
1410,Give the current textbook 3 stars.,RateBook,give the current textbook 3 stars 
1411,Rate the current essay three out of 6 points.,RateBook,rate the current essay three out of 6 points 
1412,Give two out of 6 stars to this textbook,RateBook,give two out of 6 stars to this textbook
1413,Give The Art of the Engine Driver a rating of 2.,RateBook,give the art of the engine driver a rating of 2 
1414,rate The Lost Hero chronicle four out of 6,RateBook,rate the lost hero chronicle four out of 6
1415,Give zero stars to The Kissing Hand,RateBook,give zero stars to the kissing hand
1416,Rate A Conflict of Visions zero points,RateBook,rate a conflict of visions zero points
1417,Rate The Orchid Thief a five,RateBook,rate the orchid thief a five
1418,give the current novel a score of four of 6 stars,RateBook,give the current novel a score of four of 6 stars
1419,Give Upon Some Midnights Clear chronicle four out of 6 for a rating.,RateBook,give upon some midnights clear chronicle four out of 6 for a rating 
1420,rate the current album 2 points out of 6,RateBook,rate the current album 2 points out of 6
1421,Rate The Man Who Sold the Moon a 5.,RateBook,rate the man who sold the moon a 5 
1422,Rate Hope Was Here a one of 6,RateBook,rate hope was here a one of 6
1423,Give 3 of 6 stars to Doctor in the House,RateBook,give 3 of 6 stars to doctor in the house
1424,rate the Which Moped with Chrome-plated Handlebars at the Back of the Yard? saga a one,RateBook,rate the which moped with chromeplated handlebars at the back of the yard saga a one
1425,rate National Geographic Dinosaurs 2 out of 6,RateBook,rate national geographic dinosaurs 2 out of 6
1426,Give this book five out of 6 points.,RateBook,give this book five out of 6 points 
1427,Give this textbook 2 points,RateBook,give this textbook 2 points
1428,Give 3 points to Son of the Tree,RateBook,give 3 points to son of the tree
1429,Rate this current essay four out of 6.,RateBook,rate this current essay four out of 6 
1430,I would like to rate The Giant Devil Dingo a 4.,RateBook,i would like to rate the giant devil dingo a 4 
1431,Give A Mile Beyond the Moon five points,RateBook,give a mile beyond the moon five points
1432,Give four out of 6 points to Empire of Death,RateBook,give four out of 6 points to empire of death
1433,Assign 0 points out of 6 to The Gate of Worlds,RateBook,assign 0 points out of 6 to the gate of worlds
1434,Rate The Hundred Brothers two stars.,RateBook,rate the hundred brothers two stars 
1435,Give this series five stars.,RateBook,give this series five stars 
1436,Rate The Life and Loves of a She-Devil 5 out of 6,RateBook,rate the life and loves of a shedevil 5 out of 6
1437,rate the current album five of 6,RateBook,rate the current album five of 6
1438,Give this album 2 of 6.,RateBook,give this album 2 of 6 
1439,Give 5 stars to Two Old Women,RateBook,give 5 stars to two old women
1440,"Give The Crisis, one out of 6 points",RateBook,give the crisis one out of 6 points
1441,rate the current album 2 out of 6,RateBook,rate the current album 2 out of 6
1442,Give Tom Swift and His Motor Cycle chronicle 4 points.,RateBook,give tom swift and his motor cycle chronicle 4 points 
1443,rate this current textbook three out of 6 points,RateBook,rate this current textbook three out of 6 points
1444,Give four points to Leven Thumps and the Gateway to Foo,RateBook,give four points to leven thumps and the gateway to foo
1445,Give this novel 2 stars.,RateBook,give this novel 2 stars 
1446,Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points.,RateBook,rate the simon schuster encyclopedia of dinosaurs and prehistoric creatures 0 points 
1447,Give 1 star to Flashman and the Redskins,RateBook,give 1 star to flashman and the redskins
1448,Rate this current album three stars,RateBook,rate this current album three stars
1449,Rate this chronicle a one of 6,RateBook,rate this chronicle a one of 6
1450,rate The Thirty-Nine Steps 4 out of 6,RateBook,rate the thirtynine steps 4 out of 6
1451,rate Branded Outlaw a four,RateBook,rate branded outlaw a four
1452,Rate this textbook 5 stars,RateBook,rate this textbook 5 stars
1453,Rate Cold Light 5 out of 6 points.,RateBook,rate cold light 5 out of 6 points 
1454,Rate the current textbook a zero,RateBook,rate the current textbook a zero
1455,rate the current essay 1 out of 6 stars,RateBook,rate the current essay 1 out of 6 stars
1456,rate Anti-intellectualism in American Life a two out of 6 stars,RateBook,rate antiintellectualism in american life a two out of 6 stars
1457,rate the Curly: An Illustrated Biography of the Superstooge saga 5 stars,RateBook,rate the curly an illustrated biography of the superstooge saga 5 stars
1458,Give Highways in Hiding a 5 out of 6 points.,RateBook,give highways in hiding a 5 out of 6 points 
1459,Give the current saga a 4 out of 6 points.,RateBook,give the current saga a 4 out of 6 points 
1460,I give 1 points to Summer of the Swans.,RateBook,i give 1 points to summer of the swans 
1461,Rate this album five out of 6 stars.,RateBook,rate this album five out of 6 stars 
1462,Give this textbook 3 stars.,RateBook,give this textbook 3 stars 
1463,Rate A Demon of Our Own Design 0 out of 6,RateBook,rate a demon of our own design 0 out of 6
1464,Give the current chronicle 2 stars.,RateBook,give the current chronicle 2 stars 
1465,rate this book 5 points,RateBook,rate this book 5 points
1466,Give this chronicle zero points out of 6,RateBook,give this chronicle zero points out of 6
1467,Give the current textbook 5 out of 6 points,RateBook,give the current textbook 5 out of 6 points
